var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
hv003	-0.0444890644239936	0.0958166911594939	0.642717971183288	1.4211894525995e-4	0.814816165960733	hv003	respondent's line number
hv006	-0.0043468527104919	0.0222137234494753	0.844974338104217	3.04125033689928e-5	0.937742358735917	hv006	month of interview
hv007	0.0192727427612985	0.22447252272279	0.931629608500817	5.60280501193944e-6	0.964948759996989	hv007	year of interview
hv008	-0.0462035320898927	0.0910238966077156	0.612062596003905	1.62228488312044e-4	0.792301888078675	hv008	date of interview (cmc)
hv009	-0.0495466260981954	0.0319894604523919	0.122344501040181	0.00187372061132718	0.275461628104188	hv009	number of household members
hv010	-0.0206711715743175	0.0774336302351147	0.789665928932493	3.76962109908119e-5	0.911134371620045	hv010	number of eligible women in hh
hv011	0.0700060657088849	0.0735609345565306	0.341934162914703	3.94308473146809e-4	0.580502021408065	hv011	number of eligible men in hh
hv012	-0.0545083550304062	0.0327938978751869	0.0973990740410204	0.00208610533524167	0.233322546769777	hv012	number of de jure members
hv013	-0.0435852175966548	0.0317865949715484	0.171217162678349	0.00147290615439721	0.352211349966464	hv013	number of de facto members
hv014	-0.315589323280925	0.0883545056357759	4.0528227196864e-4	0.00725515090824036	0.00199533971899227	hv014	number of children 5 and under
hv016	0.00437300190972246	0.01157057299691	0.705708371103889	9.58471993212084e-5	0.865005198440203	hv016	day of interview
hv017	-0.0914921191196447	0.337861084326054	0.786709726463998	2.59282970690444e-5	0.911134371620045	hv017	number of visits
hv018	0.0137068217865449	0.00446695152696954	0.0023232222438377	0.00527644749016576	0.0101821936324875	hv018	interviewer identification
hv019	0.0538739362627637	0.065387584282505	0.410560974232665	6.48686052457048e-4	0.646480340023077	hv019	keyer identification
hv032	-0.024849777365402	0.10701672867646	0.816517985933486	2.90916674591246e-5	0.923428074443919	hv032	office editor
hv216	-0.0532262120484212	0.059052885492079	0.368046504191023	3.77266936881782e-4	0.599343645744367	hv216	rooms used for sleeping
hv220	9.88140328058288e-4	0.00526363321868951	0.851199870713876	1.38407009665498e-5	0.94103458760808	hv220	age of head of household
hv271	2.07719531014565e-6	5.67172234950087e-7	2.89449602184115e-4	0.00530514520427205	0.00144921038110487	hv271	wealth index factor score (5 decimals)
sh29	-0.0667401667838893	0.0289783897945101	0.0218744703575007	0.00591541643680116	0.0700837152234892	sh29	how far is the nearest market place?
sh29a	0.383772630069373	0.208801901181531	0.0669333145824508	0.00299775488230347	0.175595924757158	sh29a	how many meals does your house usually have each day?
